"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"2027","North Patchogue, NY","NY","Northeast",40.784034,-73.0238888,267.527086323529,-0.182,-0.12,-0.513216245607792,-0.209193498407192,-0.60598658214055,-0.731379129613649,-0.828242177213818,3,1,1,3,"Low","Moderate"
"2028","North Port, FL","FL","Southeast",27.0581655,-82.1980437,120.654270434783,-0.182,-0.12,-0.0248780882081154,-0.445245150860824,-0.331801679835115,1.05618592209849,0.582983070468563,1,2,1,2,"Low","Low"
"2029","North Providence, RI","RI","Northeast",41.8615872,-71.4568791,219.883085,-0.132,-0.118,0.026990680099279,-0.204968890269024,-0.23365796073657,-0.296861989945629,0.413581968978944,2,1,1,2,"Low","Low"
"2030","North Redington Beach, FL","FL","Southeast",27.8222054,-82.8190329,133.26707,-0.182,-0.12,-0.855807271006458,-1.12105002932799,-0.751974242700539,1.84221699488676,-0.446048684992769,2,1,1,2,"Low","Low"
"2031","North Richmond, CA","CA","West Coast",37.9652707,-122.3706676,263.586573222222,-0.182,-0.12,0.996663860508308,3.09730349942287,3.23006994716772,-0.811217947682161,0.290331662756276,3,4,1,12,"High","High"
"2032","North River Shores, FL","FL","Southeast",27.2216901,-80.2761155,92.7265672666667,-0.182,-0.12,0.290512273193644,-0.278411527377199,0.460388661002721,0.0285678544260948,0.480130815473414,1,2,1,2,"Low","Low"
"2033","North Sarasota, FL","FL","Southeast",27.3699368,-82.5178505,123.700493653846,-0.182,-0.12,0.896469698619626,0.856593326102282,1.36806115154022,0.591056566862661,1.1943465926856,1,3,1,3,"Low","Moderate"
"2034","North Sea, NY","NY","Northeast",40.9311217,-72.4060503,264.22588125,-0.182,-0.12,-0.826469812399911,-0.28955419989763,-0.952085212968161,0.0519922118155465,-1.1888498931425,3,1,1,3,"Low","Moderate"
"2035","North Smithfield, RI","RI","Northeast",41.9751863,-71.5440692,202.044256363636,-0.182,-0.12,-0.524929585504095,-0.862192148183993,-0.817199461106134,-0.475731453729798,-0.0949967858477057,2,1,1,2,"Low","Low"
"2036","North Star, DE","DE","Northeast",39.7525034,-75.7348642,370.635713333333,-0.182,-0.12,-1.52938431820402,-0.86887134581205,-1.18266872217868,-0.533111321518834,-1.70743697861062,4,1,1,4,"Medium","Moderate"
"2037","North Stonington, CT","CT","Northeast",41.4709693,-71.8725254,228.950035238095,-0.182,-0.12,-1.24547650951333,-0.798176804181664,-1.03791330132285,-0.654360027632555,-0.300588996415746,2,1,1,2,"Low","Low"
"2038","North Topsail Beach, NC","NC","Southeast",34.4884969,-77.4375385,65.8426908333333,-0.132,-0.08,-0.249155168818803,-0.938857907838277,0.747690203294682,-0.0360209782661173,0.34560293213328,1,1,1,1,"Low","Low"
"2039","North Tustin, CA","CA","West Coast",33.764421,-117.794485,277.17710275,-0.182,-0.12,-1.14100220113029,-0.339500036640237,-1.12384877318768,0.168226436770328,-1.70565039072279,4,1,1,4,"Medium","Moderate"
"2040","North Valley Stream, NY","NY","Northeast",40.6842621,-73.7080766,265.335703571429,-0.182,-0.12,-0.00879447329902665,1.2234271727684,-0.914941471768781,-0.626183287878149,-1.20902779602577,3,1,1,3,"Low","Moderate"
"2041","North Wantagh, NY","NY","Northeast",40.6938775,-73.5163598,264.5884622,-0.182,-0.12,-1.06453618740397,-0.559682108079031,-1.00114363272796,-0.242570542811928,-0.776453169766409,3,1,1,3,"Low","Moderate"
"2042","North Weeki Wachee, FL","FL","Southeast",28.5535805,-82.554938,138.85770575,-0.182,-0.12,0.014632206493579,-0.674732297011395,-0.214500094690096,2.00252721540825,0.754623898288477,2,2,1,4,"Medium","Moderate"
"2043","North Wildwood, NJ","NJ","Northeast",39.0043284,-74.7994579,227.173862833333,-0.182,-0.12,0.409907026276354,-1.0309317717852,-0.545822245268856,1.06165313064652,0.338407893314903,2,2,1,4,"Medium","Moderate"
"2044","North Yarmouth, ME","ME","Northeast",43.8460922,-70.2417983,333.087298888889,-0.178,-0.119,-0.76934432101022,-0.99329067948377,-0.866604236139528,-1.60184344930414,-0.419087187458334,4,1,1,4,"Medium","Moderate"
"2045","Northchase, NC","NC","Southeast",34.307823,-77.8774878,49.3411297101449,-0.182,-0.12,0.198995835865711,-0.278362808125429,0.155486286181538,-0.0231846157110515,0.936425406993424,1,2,1,2,"Low","Low"
"2046","Northdale, FL","FL","Southeast",28.104607,-82.5281118,134.021136304348,-0.182,-0.12,-0.524151086598531,0.0595489221744095,-0.296359952117671,-1.21651393786229,0.0594140968573609,2,1,1,2,"Low","Low"
"2047","Northfield, NJ","NJ","Northeast",39.371058,-74.5548216,231.233308148148,-0.132,-0.114,-0.244824453149474,-0.183181095495967,-0.119651379147033,-0.451727264906106,-0.832317933445296,2,1,1,2,"Low","Low"
"2048","Northport, ME","ME","Northeast",44.3591146,-68.9900466,315.091801904762,-0.182,-0.119,-0.710667156018677,-0.986144903938824,-0.394700680679179,0.113709577828767,0.510180564381344,4,1,1,4,"Medium","Moderate"
"2049","Northport, NY","NY","Northeast",40.9040451,-73.3449678,266.884541521739,-0.125,-0.114,-0.897071469019315,-0.971278151984143,-1.22454776448359,-0.825995178254982,-1.0717187860572,3,1,1,3,"Low","Moderate"
"2050","Northville, NY","NY","Northeast",40.9755724,-72.6302458,265.68201862069,-0.182,-0.12,-1.65913799734203,-0.481859963168962,-1.32696074470487,1.64262627478404,-1.45918699390018,3,1,1,3,"Low","Moderate"
"2051","Northwest Harwich, MA","MA","Northeast",41.6936245,-70.1052885,287.553931914894,-0.182,-0.12,-0.695777230731159,-0.931998931635868,-0.562695321746561,0.426215932233466,-0.00149153408026346,4,1,1,4,"Medium","Moderate"
"2052","Northwest, NC","NC","Southeast",34.3148776,-78.1453056,40.3094472807018,-0.182,-0.12,1.08349925950949,0.0399339790663924,0.748698235241613,0.808915997903956,1.18700711093644,1,3,1,3,"Low","Moderate"
"2053","Northwood, NH","NH","Northeast",43.2118559,-71.2233933,292.146794285714,-0.182,-0.12,-0.458899878273649,-0.769383291955738,-0.339144668324025,-0.928927716088094,0.317890857184229,4,1,1,4,"Medium","Moderate"
"2054","Norton, MA","MA","Northeast",41.9653413,-71.1817803,250.945213684211,-0.182,-0.12,-0.635652526933948,-0.715201358594502,-0.650342659126752,-1.20211140917772,-0.311226248221474,3,1,1,3,"Low","Moderate"
"2055","Norwalk, CA","CA","West Coast",33.9076003,-118.0834525,274.632413684211,-0.182,-0.12,0.419254592851879,1.98178593966806,0.439056466662465,-0.0633578189894095,-0.00722278366167386,4,3,1,12,"High","High"
"2056","Norwalk, CT","CT","Northeast",41.0927388,-73.4197955,272.486664411765,-0.178,-0.119,-0.22189064818168,0.772134135044854,-0.297604124563252,-1.08099834189244,-0.573792283457854,4,1,1,4,"Medium","Moderate"
"2057","Norwell, MA","MA","Northeast",42.1645688,-70.8188439,298.280013333333,-0.182,-0.12,-0.784154371953079,-0.798963761954986,-0.984208270146403,-0.589006880218118,-1.03930652649335,4,1,1,4,"Medium","Moderate"
"2058","Norwich, CT","CT","Northeast",41.5478603,-72.089488,231.185472222222,-0.182,-0.12,0.391657734446588,0.350021554735008,0.721538969327062,-0.805140135165576,0.423977175841512,2,2,1,4,"Medium","Moderate"
"2059","Norwood, MA","MA","Northeast",42.1873602,-71.1959555,269.06236125,-0.182,-0.12,-0.594646748431786,-0.131170151406103,-0.369813740079298,-0.881913874876192,-0.32194856275396,3,1,1,3,"Low","Moderate"
"2060","Norwood, PA","PA","Northeast",39.8859902,-75.2957559,254.410605,-0.182,-0.12,-0.29705331456924,-0.287322592824292,-0.635510992538327,-1.29864742473132,0.00903627067314024,3,1,1,3,"Low","Moderate"
"2061","Nottingham, NH","NH","Northeast",43.1298473,-71.1318591,290.920144444444,-0.182,-0.12,-1.21429068966135,-1.07768435213358,-1.09756766228676,-1.71875658620304,-0.31788803915638,4,1,1,4,"Medium","Moderate"
"2062","Novato, CA","CA","West Coast",38.0850865,-122.5482145,258.427761754386,-0.182,-0.12,-0.767565963750689,0.143577892088011,-0.59840099230083,-0.41867175977297,-0.93915003214819,3,1,1,3,"Low","Moderate"
"2063","Noyack, NY","NY","Northeast",40.978485,-72.346015,257.326250625,-0.182,-0.12,-1.19703235945959,0.0115257716108411,-1.12028357475524,-0.781279065879167,-1.24255234145151,3,1,1,3,"Low","Moderate"
"2064","Nuiqsut, AK","AK","Alaska",70.2134825,-150.9896735,90.9840433333333,-0.182,-0.12,1.60745177278294,1.70272145955475,-0.729518163955092,-1.04776503619702,1.20121272477049,1,3,1,3,"Low","Moderate"
"2065","Nunapitchuk, AK","AK","Alaska",60.8821142,-162.4643224,336.34326,0.016,0.106,3.66959360615995,2.21107388030823,3.2662269891803,-0.432345887974282,1.56892867519377,4,4,2,32,"High","High"
"2066","Nutley, NJ","NJ","Northeast",40.8206164,-74.1562502,269.4459555,-0.182,-0.12,-0.478132711018231,-0.0162187115048505,-0.510880664214697,-0.682982014067205,-0.618205772232967,3,1,1,3,"Low","Moderate"
"2067","Oak Bluffs, MA","MA","Northeast",41.4571596,-70.5561006,252.1176,-0.15,-0.112,-0.669092820073515,-0.464905220047913,0.328674535784531,-0.742993358824718,-0.279219279790219,3,1,1,3,"Low","Moderate"
"2068","Oak Harbor, WA","WA","West Coast",48.2966078,-122.6339215,138.806189027778,-0.182,-0.12,-0.239649603048158,0.19319026047588,0.13705981882585,-0.296979735988362,0.349878383436071,2,2,1,4,"Medium","Moderate"
"2069","Oak Hill, FL","FL","Southeast",28.8862157,-80.822032,87.0803498,0.227,0.079,-0.416788509520844,-0.912342860945349,-0.556883049306621,1.13110278421598,1.38928785244785,1,2,2,4,"Medium","Moderate"
"2070","Oak Island, NC","NC","Southeast",33.9132903,-78.1197873,47.048852688172,0.32,-0.064,-0.130517515963486,-1.05720729399333,-0.259481217412383,1.38840606616568,0.495881886557535,1,2,2,4,"Medium","Moderate"
"2071","Oak Park, CA","CA","West Coast",34.184973,-118.7669284,288.429663333333,-0.182,-0.12,-0.807099801988712,-0.111486603744745,-0.642347312006166,-0.710940822722597,-1.42692852312141,4,1,1,4,"Medium","Moderate"
"2072","Oak View, CA","CA","West Coast",34.3989709,-119.29757,281.690124761905,-0.182,-0.12,-0.179393010067544,-0.300336892533355,-0.591271841211793,-0.161274923776898,-0.478077835687783,4,1,1,4,"Medium","Moderate"
"2073","Oakdale, NY","NY","Northeast",40.7378017,-73.1345118,267.078874032258,-0.02,-0.102,-0.684573685544778,-0.81660871785427,-0.957304725649276,-0.0183975775570852,-1.20919627814142,3,1,1,3,"Low","Moderate"
"2074","Oakland Park, FL","FL","Southeast",26.1790515,-80.1524113,98.9397654666667,-0.009,-0.116,1.08449615934168,1.30441903723241,0.434320911167049,-1.04319564781478,0.555946761594286,1,2,1,2,"Low","Low"
"2075","Oakland, CA","CA","West Coast",37.7698464,-122.22569,270.033405925926,-0.03,-0.119,0.672325784655564,1.28806335223599,0.952361029801128,-0.830909653497167,0.0169790269725619,3,2,1,6,"Medium-high","Moderate"
"2076","Oakland, OR","OR","West Coast",43.4229976,-123.2971678,195.89434,-0.182,-0.12,0.383790769165293,-1.02090464032303,-0.0148911845742689,0.57320873146844,0.838871291246252,2,2,1,4,"Medium","Moderate"
"2077","Oakley, CA","CA","West Coast",37.9939359,-121.6911388,238.38247,-0.182,-0.12,-0.0403450670857463,0.587666147940807,-0.361398251815781,-0.693014215560178,-0.490415485411687,2,1,1,2,"Low","Low"
"2078","Oaklyn, NJ","NJ","Northeast",39.9012913,-75.0798269,252.129998333333,-0.182,-0.12,-0.448138628307336,-0.692973012158873,-0.601360210151922,-1.03199720291538,0.00753992615663211,3,1,1,3,"Low","Moderate"
"2079","Oakville, WA","WA","West Coast",46.840158,-123.2346518,170.727105,-0.182,-0.12,-0.233420217649493,-0.102265283503699,0.254150322428711,1.35064034040144,0.805865238599804,2,2,1,4,"Medium","Moderate"
"2080","Occidental, CA","CA","West Coast",38.4003784,-122.9349498,243.994063095238,-0.182,-0.12,-1.72565345224694,-0.969492067488352,-0.955607411739544,0.1075086214735,0.289215189806121,3,1,1,3,"Low","Moderate"
"2081","Ocean City, FL","FL","Southeast",30.4398572,-86.6072455,137.1780875,-0.182,-0.12,0.0992106719696513,0.0292387787982763,0.435281846499202,-0.415331883255822,0.538516551227076,2,2,1,4,"Medium","Moderate"
"2082","Ocean City, MD","MD","Northeast",38.405659,-75.0648047,218.3213128125,1.222,0.056,-0.184768642015995,-0.972877485712542,-0.734918226359972,0.661475843839854,0.748545458780096,2,1,3,6,"Medium-high","Moderate"
"2083","Ocean City, NJ","NJ","Northeast",39.263668,-74.6078562,230.357402241379,-0.117,-0.115,-0.487811298076922,-0.583554492679747,-0.488203061751215,0.787905365523495,-0.168601453763032,2,1,1,2,"Low","Low"
"2084","Ocean Gate, NJ","NJ","Northeast",39.9258465,-74.1346137,242.190573,-0.182,-0.12,-0.0548553362333778,-0.39818887523221,0.638424200186124,-0.49485916446317,-0.319193712231272,3,1,1,3,"Low","Moderate"
"2085","Ocean Isle Beach, NC","NC","Southeast",33.9023491,-78.4369119,39.5319781410256,0.114,0.235,-0.868081195779192,-1.34492877894488,-1.04626315676963,1.44130806842174,-0.265681266957814,1,1,2,2,"Low","Low"
"2086","Ocean Park, WA","WA","West Coast",46.4967433,-124.0413813,222.115943148148,-0.182,-0.12,0.40883547956036,-1.02200900254797,0.515965761222757,3.58359316823641,1.7510606631907,2,4,1,8,"High","High"
"2087","Ocean Pines, MD","MD","Northeast",38.3823827,-75.1405654,217.884037678571,-0.182,-0.12,-0.76807383980888,-0.878528654957877,-0.439246210285845,1.27003191200251,-0.141737606129487,2,1,1,2,"Low","Low"
"2088","Ocean Ridge, FL","FL","Southeast",26.5280102,-80.0474234,96.2470407222222,-0.182,-0.12,-0.913814690731646,-0.867543541972644,-0.725564967432653,2.10681258808466,-0.696457505151635,1,1,1,1,"Low","Low"
"2089","Ocean Shores, WA","WA","West Coast",46.969171,-124.1525831,217.672038214286,-0.178,-0.119,-0.241328954025538,-0.677555106680605,-0.252736229286564,2.3646472670039,0.842508059122691,2,2,1,4,"Medium","Moderate"
"2090","Ocean Springs, MS","MS","Southeast",30.4027039,-88.7886473,128.858030434783,0.206,-0.101,-0.634857771611591,-0.42160126774981,-0.580509719851775,-0.0648546483049032,0.421476954831201,2,1,2,4,"Medium","Moderate"
"2091","Ocean View, DE","DE","Northeast",38.5259708,-75.1098041,217.558359482759,-0.14,-0.105,-0.893127750218476,-0.91768426194429,-0.555163363355437,1.30931346565818,-0.181081187370564,2,1,1,2,"Low","Low"
"2092","Ocean, NJ","NJ","Northeast",40.2544122,-74.0319368,248.073655416667,-0.182,-0.12,-0.295131125480696,0.125824788364172,-0.247341590454072,-0.392253845940287,-0.623626926824527,3,1,1,3,"Low","Moderate"
"2093","Oceano, CA","CA","West Coast",35.1016077,-120.608217,293.584737318841,-0.182,-0.12,0.89230165965021,1.04791719216401,1.0624730720414,0.00020154015102437,0.642097849847405,4,3,1,12,"High","High"
"2094","Oceanside, CA","CA","West Coast",33.2245949,-117.3062277,301.36430875,1.004,-0.114,-0.103204345922295,0.566909996998943,0.00552745671814974,-0.223432343049927,-0.239776700890125,4,2,2,16,"High","High"
"2095","Oceanside, NY","NY","Northeast",40.63302,-73.6377013,264.873094318182,-0.098,-0.118,-0.908821991022626,-0.470473729399531,-0.735077594243324,-0.248175575289049,-1.14741774258791,3,1,1,3,"Low","Moderate"
"2096","Odem, TX","TX","Southeast",27.946398,-97.5864938,75.2460666666667,-0.182,-0.12,2.70391694046679,0.873686743918579,2.33111720936405,0.536242953338103,0.709130585706642,1,4,1,4,"Medium","Moderate"
"2097","Odessa, DE","DE","Northeast",39.455375,-75.6605763,350.828331428571,-0.182,-0.12,-0.0287920697922614,-0.786255176755298,-1.01992147122172,-0.861221052087758,-0.366690974006694,4,1,1,4,"Medium","Moderate"
"2098","Odessa, FL","FL","Southeast",28.1840033,-82.550785,134.932985217391,-0.182,-0.12,-0.351506129864439,-0.353489048421249,-0.509322560179008,-0.435943723939419,0.2777978718803,2,1,1,2,"Low","Low"
"2099","Ogden, NC","NC","Southeast",34.2629823,-77.7916085,57.0067623563218,-0.182,-0.12,-0.633077985452118,-0.708538758943874,-0.72597324733672,-0.611129201469163,-0.251977030410912,1,1,1,1,"Low","Low"
"2100","Ogunquit, ME","ME","Northeast",43.2319797,-70.5854656,330.068942608696,0.128,0.114,-1.27451912671892,-1.2632531207261,-0.986893167366267,1.79783259944622,0.0435962618950231,4,1,2,8,"High","High"
"2101","Ojai, CA","CA","West Coast",34.4482528,-119.2465775,281.785297105263,-0.182,-0.12,-0.160811167053549,-0.351978504415531,-0.363050997668769,0.384241843487297,-0.334952678076129,4,1,1,4,"Medium","Moderate"
"2102","Ojus, FL","FL","Southeast",25.956033,-80.1668084,102.125129259259,-0.182,-0.12,0.156172168255256,1.52511075960672,0.432260749855415,-0.355843758963608,0.495795609081105,1,2,1,2,"Low","Low"
"2103","Old Bridge, NJ","NJ","Northeast",40.3965766,-74.3343166,256.424037692308,-0.132,-0.118,-0.606621499070139,0.0509866458992388,-0.932605225985331,-0.676973794455928,-0.65817922504351,3,1,1,3,"Low","Moderate"
"2104","Old Brookville, NY","NY","Northeast",40.8364697,-73.6051084,264.98422375,-0.182,-0.12,-1.07381089976919,-0.529404463046031,-0.961643376488635,0.281321902831697,-3.2858584722079,3,1,1,3,"Low","Moderate"
"2105","Old Field, NY","NY","Northeast",40.9666336,-73.1311369,267.8056822,-0.182,-0.12,-0.905461955797174,-0.335415040029424,-0.883724140081469,-0.314565395636828,-2.85808609811685,3,1,1,3,"Low","Moderate"
"2106","Old Harbor, AK","AK","Alaska",57.2185806,-153.3279328,427.733315229885,0.032,0.396,2.4290291266053,0.482612780655643,-0.00551023070822359,-0.442145657417357,1.02743161088424,4,3,2,24,"High","High"
"2107","Old Lyme, CT","CT","Northeast",41.3123196,-72.3057421,247.43124173913,-0.182,-0.12,-1.17828122130936,-1.0855270957701,-1.07190329715967,0.111229755180861,-0.430317077678122,3,1,1,3,"Low","Moderate"
"2108","Old Mystic, CT","CT","Northeast",41.383632,-71.9862463,235.250719090909,-0.182,-0.12,-0.771056843074616,-0.523164257367715,-0.529581377563284,-0.598335977770612,-0.298547308224186,2,1,1,2,"Low","Low"
"2109","Old Orchard Beach, ME","ME","Northeast",43.5337707,-70.356845,338.747986956522,-0.182,-0.12,-0.500648475045612,-0.967247690566489,-0.0720403303240552,0.0977776721885743,0.857489943654248,4,1,1,4,"Medium","Moderate"
"2110","Old River-Winfree, TX","TX","Southeast",29.8744453,-94.8267738,107.846723888889,-0.182,-0.12,0.275401817928192,-0.165062218563866,0.251931106594103,-0.160088858575409,1.48858146498774,1,2,1,2,"Low","Low"
"2111","Old Saybrook, CT","CT","Northeast",41.2935043,-72.3835936,250.828425714286,-0.119,-0.115,-0.940907576920542,-0.682862657278022,-0.716546662153417,0.0470408452117256,-0.677368756788005,3,1,1,3,"Low","Moderate"
"2112","Old Westbury, NY","NY","Northeast",40.7865519,-73.5975144,263.604047045455,-0.182,-0.12,-1.25345946388156,-0.185053280603026,-1.0198744667353,0.183000479883839,-2.26701750325086,3,1,1,3,"Low","Moderate"
"2113","Oldsmar, FL","FL","Southeast",28.0483805,-82.6712545,134.443707407407,-0.182,-0.12,-0.248756648845783,-0.0975934534708418,0.0444370470953981,-0.495093883801477,0.522218314272726,2,1,1,2,"Low","Low"
"2114","Olga, FL","FL","Southeast",26.7103517,-81.692537,117.597834285714,-0.182,-0.12,-0.341309821685095,-0.732915564422254,0.451120579573311,-0.0795520277990992,0.263982799774145,1,1,1,1,"Low","Low"
"2115","Olympia Heights, FL","FL","Southeast",25.7278959,-80.3389999,106.962942857143,-0.182,-0.12,0.0148171157389352,2.77962810705609,0.179447392050853,0.109868743833332,-0.149924241987619,1,3,1,3,"Low","Moderate"
"2116","Opa-locka, FL","FL","Southeast",25.8999976,-80.2552187,103.622844,-0.182,-0.12,2.51238654343654,2.91675805031613,3.70890872666099,0.649715102012864,0.907493200224821,1,4,1,4,"Medium","Moderate"
"2117","Orange Beach, AL","AL","Southeast",30.2938107,-87.5859602,140.053093333333,-0.027,-0.098,-0.429071397256777,-1.01924994289724,-0.549725016610341,0.145117857775791,0.584022449508663,2,1,1,2,"Low","Low"
"2118","Orange City, FL","FL","Southeast",28.93728,-81.2833393,77.2445185897436,-0.182,-0.12,0.300910468208239,-0.228268995466055,0.501191325704221,1.30609259363372,1.01952329497256,1,3,1,3,"Low","Moderate"
"2119","Orange, CA","CA","West Coast",33.7869711,-117.8612654,275.268217631579,-0.182,-0.12,0.0438404800814849,0.802450660229646,-0.0887134458578025,-0.631140978928619,-0.6081446198175,4,1,1,4,"Medium","Moderate"
"2120","Orange, CT","CT","Northeast",41.2849513,-73.0246368,268.118559444444,-0.182,-0.12,-0.992047789953494,-0.494642866398639,-0.882878793217503,-0.433334279102642,-1.25038837271915,3,1,1,3,"Low","Moderate"
"2121","Orange, TX","TX","Southeast",30.116631,-93.7603727,133.383892916667,-0.105,-0.116,0.945833846430019,0.0986796303699043,0.821034599650209,0.112904462010407,0.675134786845968,2,3,1,6,"Medium-high","Moderate"
"2122","Orangetree, FL","FL","Southeast",26.2929335,-81.5730913,120.653031315789,-0.182,-0.12,-0.64821135129676,0.692535151472768,-0.58317769413052,0.591853275321474,-0.988238011308605,1,1,1,1,"Low","Low"
"2123","Orcutt, CA","CA","West Coast",34.8672682,-120.4235593,288.70459617284,-0.182,-0.12,-0.621574677432743,-0.19059509572869,-0.624229666084618,-0.134008576129814,-0.330018571281714,4,1,1,4,"Medium","Moderate"
"2124","Orick, CA","CA","West Coast",41.2911196,-124.0741732,216.156725625,-0.182,-0.12,2.24418532291011,-0.802804585489867,1.4441154720237,1.21691516610675,1.65431054729736,2,4,1,8,"High","High"
"2125","Orient, NY","NY","Northeast",41.148888,-72.2493835,248.748561481481,-0.152,-0.088,-1.21992013506784,-1.33325587477177,-1.16673426514236,1.68620966851622,-0.647550124859426,3,1,1,3,"Low","Moderate"
"2126","Oriental, NC","NC","Southeast",35.0313273,-76.6849315,96.1937213043478,0.496,0.617,-0.706608053593352,-1.10982096178078,-0.661869851828688,2.1155078932747,0.263370639527219,1,1,3,3,"Low","Moderate"
"2127","Orinda, CA","CA","West Coast",37.8816136,-122.1685852,251.64922625,-0.182,-0.12,-1.28586773693901,-0.50942242822136,-1.02561724804604,0.16096775247269,-2.50731494074752,3,1,1,3,"Low","Moderate"
"2128","Oriole Beach, FL","FL","Southeast",30.3724654,-87.1004856,137.390275384615,-0.182,-0.12,-0.796494242416716,-0.270658055375619,-0.733644784512315,-0.272675630358347,0.253627410813952,2,1,1,2,"Low","Low"
"2129","Orland, ME","ME","Northeast",44.5763199,-68.6699152,291.7536,-0.149,-0.102,-1.00223823991325,-1.29262300450533,-0.376208609623268,-0.0248867789480467,0.88156254643259,4,1,1,4,"Medium","Moderate"
"2130","Orleans, MA","MA","Northeast",41.7693501,-69.9690339,293.9188425,0.27,-0.05,-1.13525354302723,-0.945098474602281,-0.439378232568528,1.07586924703375,-0.24175634240534,4,1,2,8,"High","High"
"2131","Ormond Beach, FL","FL","Southeast",29.2946261,-81.0949678,77.2865800724638,0.363,-0.107,-0.542758478119233,-0.585443149791241,-0.41580402919563,1.23174296577296,0.464553890432191,1,2,2,4,"Medium","Moderate"
"2132","Ormond-by-the-Sea, FL","FL","Southeast",29.3432843,-81.0686051,79.2977992361111,-0.182,-0.12,-0.231894244948053,-1.02119590318857,0.133268432944017,1.54302279139637,0.582909955140221,1,2,1,2,"Low","Low"
"2133","Osprey, FL","FL","Southeast",27.1903939,-82.4757051,122.341148518519,-0.063,-0.103,-0.503278276954553,-0.770191085432656,-0.694511174960828,2.23979766488948,-0.210944742993874,1,2,1,2,"Low","Low"
"2134","Ossining, NY","NY","Northeast",41.1534896,-73.8705865,290.5370715,-0.182,-0.12,0.23121394390417,1.73565771828135,-0.0325389002082035,-1.23106714374476,-0.4955587059307,4,2,1,8,"High","High"
"2135","Ouzinkie, AK","AK","Alaska",57.9245936,-152.4637671,324.05817,-0.091,0.233,2.10033326838138,-0.096521482688318,0.981995953776087,0.473522516106111,1.17866962084736,4,3,2,24,"High","High"
"2136","Owls Head, ME","ME","Northeast",44.0653275,-69.0749783,347.007106896552,1.089,0.694,-0.725728972309836,-0.914175714681065,0.0968705926147092,0.427355773306887,0.255177286650999,4,1,3,12,"High","High"
"2137","Oxnard, CA","CA","West Coast",34.2023461,-119.2046028,281.083854074074,2.925,-0.106,0.550009777874747,2.21523135336789,0.440621213984847,-0.63057040330904,-0.132062918032427,4,2,4,32,"High","High"
"2138","Oyster Bay Cove, NY","NY","Northeast",40.8604959,-73.5053788,265.852630681818,-0.182,-0.12,-1.52826451744792,-0.773612393973312,-1.2460246117866,-0.110833720356835,-2.29932881635291,3,1,1,3,"Low","Moderate"
"2139","Oyster Bay, NY","NY","Northeast",40.8680567,-73.5310531,267.024416904762,-0.182,-0.119,-0.621809857237533,-0.387535889390446,-0.839161394030345,-0.282887817514255,-1.20972389214823,3,1,1,3,"Low","Moderate"
"2140","Oyster Creek, TX","TX","Southeast",28.998077,-95.329258,134.543008205128,-0.182,-0.12,0.998802134309387,-0.554981080522674,0.499750007198926,0.590561959067009,1.67026505016731,2,3,1,6,"Medium-high","Moderate"
"2141","Paauhau-Paauilo, HI","HI","Pacific Islands",19.8281713,-155.4950401,176.066355,-0.083,-0.095,-0.337126206531034,0.943052100741837,-0.203308993987885,-0.670797311424312,0.190405249758115,2,1,1,2,"Low","Low"
"2142","Pace, FL","FL","Southeast",30.6167373,-87.1647326,129.441126315789,-0.127,-0.117,-0.398874879952971,-0.507638347559187,-0.445163256891104,-0.172942832588897,0.47122178641455,2,1,1,2,"Low","Low"
"2143","Pacheco, CA","CA","West Coast",37.9878378,-122.0699036,246.080589285714,-0.182,-0.12,0.417685557845121,0.0572832154000542,0.236660666999911,-0.547372864050988,0.90409162472459,3,2,1,6,"Medium-high","Moderate"
"2144","Pacific Grove, CA","CA","West Coast",36.6225766,-121.92643,303.73495954023,-0.178,-0.119,-0.792414659138546,-0.387346229309152,-0.790381407207376,-0.0554024321497131,-0.503893260212018,4,1,1,4,"Medium","Moderate"
"2145","Pacifica, CA","CA","West Coast",37.6066267,-122.4772114,279.096350576923,-0.132,-0.118,-0.941478407438282,0.249386722612323,-0.662086320965555,-0.967172571574439,-1.06275153911367,4,1,1,4,"Medium","Moderate"
"2146","Pahoa-Kalapana, HI","HI","Pacific Islands",19.427903,-155.0891095,192.394242682927,-0.019,-0.106,1.12919679732826,0.298414413807842,1.84232650574355,1.00135030167822,0.568112326135913,2,3,1,6,"Medium-high","Moderate"
"2147","Pahokee, FL","FL","Southeast",26.8204616,-80.6612879,83.6986440740741,-0.182,-0.12,3.34836813291777,1.51911889010297,2.51368838292507,0.176913488504364,1.34955992760425,1,4,1,4,"Medium","Moderate"
"2148","Pajaro, CA","CA","West Coast",36.9016509,-121.7417042,287.777869215686,-0.182,-0.12,2.57758116551685,4.09361423664866,2.62558877409395,-0.424273246511728,0.578487571272013,4,4,1,16,"High","High"
"2149","Palacios, TX","TX","Southeast",28.7312967,-96.2551568,105.79162775,3.007,0.639,-0.0948184904933898,1.35680602124861,0.650875525024487,-0.24468000729309,1.20447935042528,1,3,4,12,"High","High"
"2150","Palm Bay, FL","FL","Southeast",27.9856237,-80.6626214,82.0789587037037,-0.023,-0.118,0.483802097413046,0.0736179229359883,0.46267583182312,0.43471551759572,0.576763315573695,1,2,1,2,"Low","Low"
